State,Week,Cases,Deaths
Mississippi,7/5/20,"35,419","1,230"
Mississippi,7/12/20,"41,846","1,346"
Mississippi,7/19/20,"51,097","1,480"
Mississippi,7/26/20,"59,881","1,693"
Mississippi,8/2/20,"66,646","1,874"
Mississippi,8/9/20,"71,755","2,080"
Mississippi,8/16/20,"77,268","2,237"
Mississippi,8/23/20,"82,029","2,427"
Mississippi,8/30/20,"86,478","2,569"
Mississippi,9/6/20,"89,620","2,685"
Mississippi,9/13/20,"93,087","2,809"
Mississippi,9/20/20,"96,677","2,911"
Mississippi,9/27/20,"100,167","3,011"
Mississippi,10/4/20,"104,638","3,096"
Mississippi,10/11/20,"110,006","3,171"
Mississippi,10/18/20,"115,088","3,255"
Mississippi,10/25/20,"120,160","3,334"
Mississippi,11/1/20,"125,885","3,433"
Mississippi,11/8/20,"133,340","3,540"
Mississippi,11/15/20,"142,401","3,657"
Mississippi,11/22/20,"149,940","3,779"
Mississippi,11/29/20,"163,458","3,949"
Mississippi,12/6/20,"177,947","4,180"
Mississippi,12/13/20,"192,111","4,390"
Mississippi,12/20/20,"205,023","4,565"
Mississippi,12/27/20,"220,277","4,840"
Mississippi,1/3/21,"236,868","5,146"
Mississippi,1/10/21,"250,869","5,481"
Mississippi,1/17/21,"263,023","5,752"
Mississippi,1/24/21,"274,190","6,018"
Mississippi,1/31/21,"280,778","6,266"
Mississippi,2/7/21,"286,343","6,461"
Mississippi,2/14/21,"290,242","6,553"
Mississippi,2/21/21,"294,091","6,669"
Mississippi,2/28/21,"297,321","6,805"
Mississippi,3/7/21,"300,577","6,896"
Mississippi,3/14/21,"302,677","6,955"
Mississippi,3/21/21,"304,420","7,000"
Mississippi,3/28/21,"305,991","7,055"
Mississippi,4/4/21,"307,332","7,095"
Mississippi,4/11/21,"309,029","7,153"
Mississippi,4/18/21,"310,349","7,175"
Mississippi,4/25/21,"311,900","7,199"
Mississippi,5/2/21,"313,166","7,228"
Mississippi,5/9/21,"314,710","7,254"
Mississippi,5/16/21,"316,272","7,279"
Mississippi,5/23/21,"317,407","7,310"
Mississippi,5/30/21,"318,189","7,325"
Mississippi,6/6/21,"319,115","7,353"
Mississippi,6/13/21,"319,948","7,371"
Mississippi,6/20/21,"320,837","7,395"
Mississippi,6/27/21,"322,186","7,419"
Mississippi,7/4/21,"324,057","7,439"
Mississippi,7/11/21,"326,804","7,465"
Missouri,3/1/20,1,0
Missouri,3/8/20,5,0
Missouri,3/15/20,93,3
Missouri,3/22/20,837,11
Missouri,3/29/20,"2,291",44
Missouri,4/5/20,"4,024",116
Missouri,4/12/20,"5,517",194
Missouri,4/19/20,"6,826",280
Missouri,4/26/20,"8,154",373
Missouri,5/3/20,"9,737",492
Missouri,5/10/20,"10,794",593
Missouri,5/17/20,"11,922",685
Missouri,5/24/20,"13,118",782
Missouri,5/31/20,"14,659",823
Missouri,6/7/20,"16,327",890
Missouri,6/14/20,"18,155",975
Missouri,6/21/20,"20,909","1,021"
Missouri,6/28/20,"24,061","1,062"
Missouri,7/5/20,"28,649","1,112"
Missouri,7/12/20,"34,363","1,158"
Missouri,7/19/20,"42,310","1,224"
Missouri,7/26/20,"52,012","1,311"
Missouri,8/2/20,"58,710","1,381"
Missouri,8/9/20,"67,442","1,431"
Missouri,8/16/20,"75,468","1,519"
Missouri,8/23/20,"83,973","1,613"
Missouri,8/30/20,"93,713","1,728"
Missouri,9/6/20,"103,085","1,802"
Missouri,9/13/20,"113,794","1,905"
Missouri,9/20/20,"124,939","2,118"
Missouri,9/27/20,"134,826","2,220"
Missouri,10/4/20,"148,199","2,483"
Missouri,10/11/20,"160,654","2,645"
Missouri,10/18/20,"173,746","2,854"
Missouri,10/25/20,"189,925","3,090"
Missouri,11/1/20,"213,645","3,235"
Missouri,11/8/20,"248,400","3,463"
Missouri,11/15/20,"279,987","3,684"
Missouri,11/22/20,"306,526","3,950"
Missouri,11/29/20,"334,637","4,412"
Missouri,12/6/20,"360,623","4,754"
Missouri,12/13/20,"384,522","5,236"
Missouri,12/20/20,"402,344","5,642"
Missouri,12/27/20,"423,894","5,910"
Missouri,1/3/21,"448,586","6,309"
Missouri,1/10/21,"472,057","6,644"
Missouri,1/17/21,"485,926","6,949"
Missouri,1/24/21,"498,808","7,175"
Missouri,1/31/21,"508,465","7,557"
Missouri,2/7/21,"515,162","7,870"
Missouri,2/14/21,"519,922","8,151"
Missouri,2/21/21,"524,325","8,383"
Missouri,2/28/21,"527,836","8,606"
Missouri,3/7/21,"577,932","8,769"
Missouri,3/14/21,"581,859","8,816"
Missouri,3/21/21,"586,829","8,942"
Missouri,3/28/21,"590,697","8,988"
Missouri,4/4/21,"595,098","9,006"
Missouri,4/11/21,"599,136","9,115"
Missouri,4/18/21,"597,228","9,179"
Missouri,4/25/21,"601,861","9,250"
Missouri,5/2/21,"605,885","9,332"
Missouri,5/9/21,"608,719","9,392"
Missouri,5/16/21,"611,807","9,572"
Missouri,5/23/21,"615,075","9,672"
Missouri,5/30/21,"617,895","9,737"
Missouri,6/6/21,"621,517","9,803"
Missouri,6/13/21,"626,021","9,846"
Missouri,6/20/21,"631,424","9,888"
Missouri,6/27/21,"637,733","9,962"
Missouri,7/4/21,"647,448","10,016"
Missouri,7/11/21,"661,143","10,111"
Montana,3/8/20,6,0
Montana,3/15/20,29,0
Montana,3/22/20,147,1
Montana,3/29/20,281,6
Montana,4/5/20,377,6
Montana,4/12/20,426,10
Montana,4/19/20,445,14
Montana,4/26/20,454,16
Montana,5/3/20,458,16
Montana,5/10/20,468,16
Montana,5/17/20,479,16
Montana,5/24/20,505,17
Montana,5/31/20,540,18
Montana,6/7/20,588,18
Montana,6/14/20,698,20
Montana,6/21/20,852,22
Montana,6/28/20,"1,167",23
Montana,7/5/20,"1,677",29
Montana,7/12/20,"2,471",37
Montana,7/19/20,"3,260",46
Montana,7/26/20,"4,081",61
Montana,8/2/20,"4,889",75
Montana,8/9/20,"5,663",82
Montana,8/16/20,"6,392",90
Montana,8/23/20,"7,256",104
Montana,8/30/20,"8,178",116
Montana,9/6/20,"8,946",134
Montana,9/13/20,"10,193",156
Montana,9/20/20,"11,943",171
Montana,9/27/20,"14,490",186
Montana,10/4/20,"18,118",209
Montana,10/11/20,"22,284",240
Montana,10/18/20,"27,149",295
Montana,10/25/20,"32,801",377
Montana,11/1/20,"38,948",445
Montana,11/8/20,"45,919",519
Montana,11/15/20,"54,542",604
Montana,11/22/20,"60,845",670
Montana,11/29/20,"67,092",734
Montana,12/6/20,"72,659",816
Montana,12/13/20,"76,708",864
Montana,12/20/20,"79,521",919
Montana,12/27/20,"81,991",971
Montana,1/3/21,"86,116","1,054"
Montana,1/10/21,"89,056","1,088"
Montana,1/17/21,"91,448","1,142"
Montana,1/24/21,"93,793","1,233"
Montana,1/31/21,"95,753","1,313"
Montana,2/7/21,"97,338","1,328"
Montana,2/14/21,"98,681","1,342"
Montana,2/21/21,"99,920","1,357"
Montana,2/28/21,"100,925","1,382"
Montana,3/7/21,"101,801","1,393"
Montana,3/14/21,"103,042","1,415"
Montana,3/21/21,"104,159","1,436"
Montana,3/28/21,"105,092","1,465"
Montana,4/4/21,"106,205","1,523"
Montana,4/11/21,"107,142","1,546"
Montana,4/18/21,"108,121","1,563"
Montana,4/25/21,"109,061","1,574"
Montana,5/2/21,"109,986","1,592"
Montana,5/9/21,"110,738","1,598"
Montana,5/16/21,"111,267","1,604"
Montana,5/23/21,"111,883","1,613"
Montana,5/30/21,"112,366","1,632"
Montana,6/6/21,"112,868","1,641"
Montana,6/13/21,"113,275","1,651"
Montana,6/20/21,"113,636","1,662"
Montana,6/27/21,"113,981","1,666"
Montana,7/4/21,"114,348","1,673"
Montana,7/11/21,"114,772","1,691"
Nebraska,2/16/20,11,0
Nebraska,2/23/20,13,0
Nebraska,3/1/20,14,0
Nebraska,3/8/20,29,0
Nebraska,3/15/20,61,0
Nebraska,3/22/20,122,2
Nebraska,3/29/20,339,8
Nebraska,4/5/20,718,18
Nebraska,4/12/20,"1,348",28
Nebraska,4/19/20,"2,898",52
Nebraska,4/26/20,"5,332",75
Nebraska,5/3/20,"8,233",95
Nebraska,5/10/20,"10,220",129
Nebraska,5/17/20,"11,988",150
Nebraska,5/24/20,"13,905",177
Nebraska,5/31/20,"15,543",196
Nebraska,6/7/20,"16,634",221
Nebraska,6/14/20,"17,707",249
Nebraska,6/21/20,"18,775",271
Nebraska,6/28/20,"19,826",285
Nebraska,7/5/20,"21,035",296
Nebraska,7/12/20,"22,545",308
Nebraska,7/19/20,"24,412",322
Nebraska,7/26/20,"26,391",338
Nebraska,8/2/20,"28,245",353
Nebraska,8/9/20,"30,241",363
Nebraska,8/16/20,"31,780",382
Nebraska,8/23/20,"33,753",400
Nebraska,8/30/20,"35,805",415
Nebraska,9/6/20,"38,108",449
Nebraska,9/13/20,"40,797",457
Nebraska,9/20/20,"43,596",484
Nebraska,9/27/20,"47,403",503
Nebraska,10/4/20,"51,887",525
Nebraska,10/11/20,"57,334",557
Nebraska,10/18/20,"63,264",607
Nebraska,10/25/20,"70,761",654
Nebraska,11/1/20,"82,395",715
Nebraska,11/8/20,"96,834",795
Nebraska,11/15/20,"113,225",933
Nebraska,11/22/20,"125,820","1,021"
Nebraska,11/29/20,"139,103","1,208"
Nebraska,12/6/20,"148,467","1,395"
Nebraska,12/13/20,"156,433","1,505"
Nebraska,12/20/20,"162,272","1,601"
Nebraska,12/27/20,"169,330","1,708"
Nebraska,1/3/21,"176,645","1,881"
Nebraska,1/10/21,"181,895","1,904"
Nebraska,1/17/21,"187,974","1,966"
Nebraska,1/24/21,"191,569","2,025"
Nebraska,1/31/21,"194,422","2,081"
Nebraska,2/7/21,"197,449","2,124"
Nebraska,2/14/21,"199,162","2,169"
Nebraska,2/21/21,"201,105","2,199"
Nebraska,2/28/21,"203,084","2,223"
Nebraska,3/7/21,"204,886","2,236"
Nebraska,3/14/21,"206,685","2,243"
Nebraska,3/21/21,"208,707","2,281"
Nebraska,3/28/21,"211,570","2,285"
Nebraska,4/4/21,"214,010","2,327"
Nebraska,4/11/21,"216,297","2,335"
Nebraska,4/18/21,"218,580","2,356"
Nebraska,4/25/21,"220,032","2,366"
Nebraska,5/2/21,"221,347","2,380"
Nebraska,5/9/21,"222,335","2,387"
Nebraska,5/16/21,"222,884","2,378"
Nebraska,5/23/21,"223,667","2,495"
Nebraska,5/30/21,"223,906","2,512"
Nebraska,6/6/21,"224,144","2,517"
Nebraska,6/13/21,"224,343","2,519"
Nebraska,6/20/21,"224,570","2,519"
Nebraska,6/27/21,"224,848","2,520"
Nebraska,7/4/21,"225,191","2,524"
Nebraska,7/11/21,"225,861","2,536"
Nevada,3/1/20,2,0
Nevada,3/8/20,21,0
Nevada,3/15/20,165,2
Nevada,3/22/20,738,14
Nevada,3/29/20,"1,758",46
Nevada,4/5/20,"2,720",111
Nevada,4/12/20,"3,626",155
Nevada,4/19/20,"4,539",206
Nevada,4/26/20,"5,390",257
Nevada,5/3/20,"6,046",306
Nevada,5/10/20,"6,810",349
Nevada,5/17/20,"7,769",392
Nevada,5/24/20,"8,519",417
Nevada,5/31/20,"9,494",437
Nevada,6/7/20,"10,992",463
Nevada,6/14/20,"12,977",486
Nevada,6/21/20,"16,400",500
Nevada,6/28/20,"21,671",530
Nevada,7/5/20,"26,912",592
Nevada,7/12/20,"34,606",647
Nevada,7/19/20,"41,993",733
Nevada,7/26/20,"49,207",832
Nevada,8/2/20,"55,481",949
Nevada,8/9/20,"60,648","1,070"
Nevada,8/16/20,"65,150","1,197"
Nevada,8/23/20,"68,576","1,303"
Nevada,8/30/20,"71,184","1,390"
Nevada,9/6/20,"73,291","1,453"
Nevada,9/13/20,"75,524","1,528"
Nevada,9/20/20,"78,464","1,583"
Nevada,9/27/20,"81,829","1,623"
Nevada,10/4/20,"85,463","1,659"
Nevada,10/11/20,"89,848","1,709"
Nevada,10/18/20,"94,935","1,746"
Nevada,10/25/20,"100,844","1,779"
Nevada,11/1/20,"109,326","1,851"
Nevada,11/8/20,"119,228","1,908"
Nevada,11/15/20,"132,610","2,017"
Nevada,11/22/20,"149,613","2,123"
Nevada,11/29/20,"166,187","2,309"
Nevada,12/6/20,"184,527","2,530"
Nevada,12/13/20,"202,164","2,754"
Nevada,12/20/20,"216,329","2,951"
Nevada,12/27/20,"229,601","3,158"
Nevada,1/3/21,"246,659","3,457"
Nevada,1/10/21,"260,222","3,764"
Nevada,1/17/21,"269,928","4,017"
Nevada,1/24/21,"277,547","4,268"
Nevada,1/31/21,"283,459","4,498"
Nevada,2/7/21,"287,874","4,695"
Nevada,2/14/21,"290,742","4,870"
Nevada,2/21/21,"293,529","4,957"
Nevada,2/28/21,"296,030","5,036"
Nevada,3/7/21,"299,142","5,119"
Nevada,3/14/21,"300,962","5,171"
Nevada,3/21/21,"302,939","5,236"
Nevada,3/28/21,"304,924","5,274"
Nevada,4/4/21,"307,704","5,332"
Nevada,4/11/21,"310,235","5,365"
Nevada,4/18/21,"312,840","5,422"
Nevada,4/25/21,"315,438","5,464"
Nevada,5/2/21,"317,980","5,498"
Nevada,5/9/21,"320,539","5,530"
Nevada,5/16/21,"322,352","5,552"
Nevada,5/23/21,"323,748","5,586"
Nevada,5/30/21,"325,392","5,600"
Nevada,6/6/21,"327,140","5,622"
Nevada,6/13/21,"328,875","5,649"
Nevada,6/20/21,"331,614","5,667"
Nevada,6/27/21,"334,763","5,697"
Nevada,7/4/21,"338,072","5,720"
Nevada,7/11/21,"343,096","5,758"
New Hampshire,3/1/20,4,0
New Hampshire,3/8/20,7,0
New Hampshire,3/15/20,65,0
New Hampshire,3/22/20,214,2
New Hampshire,3/29/20,621,9
New Hampshire,4/5/20,929,23
New Hampshire,4/12/20,"1,342",38
New Hampshire,4/19/20,"1,793",60
New Hampshire,4/26/20,"2,429",84
New Hampshire,5/3/20,"3,011",131
New Hampshire,5/10/20,"3,556",171
New Hampshire,5/17/20,"4,089",208
New Hampshire,5/24/20,"4,545",242
New Hampshire,5/31/20,"5,019",283
New Hampshire,6/7/20,"5,299",318
New Hampshire,6/14/20,"5,518",339
New Hampshire,6/21/20,"5,717",367
New Hampshire,6/28/20,"5,871",380
New Hampshire,7/5/20,"6,024",391
New Hampshire,7/12/20,"6,188",396
New Hampshire,7/19/20,"6,415",409
New Hampshire,7/26/20,"6,613",416
New Hampshire,8/2/20,"6,818",419
New Hampshire,8/9/20,"6,980",423
New Hampshire,8/16/20,"7,092",429
New Hampshire,8/23/20,"7,246",432
New Hampshire,8/30/20,"7,424",432
New Hampshire,9/6/20,"7,652",435
New Hampshire,9/13/20,"7,920",438
New Hampshire,9/20/20,"8,121",439
New Hampshire,9/27/20,"8,597",442
New Hampshire,10/4/20,"9,092",455
New Hampshire,10/11/20,"9,625",466
New Hampshire,10/18/20,"10,238",473
New Hampshire,10/25/20,"11,084",483
New Hampshire,11/1/20,"12,241",489
New Hampshire,11/8/20,"14,311",499
New Hampshire,11/15/20,"17,281",508
New Hampshire,11/22/20,"20,002",523
New Hampshire,11/29/20,"24,138",559
New Hampshire,12/6/20,"30,244",600
New Hampshire,12/13/20,"35,609",650
New Hampshire,12/20/20,"39,933",701
New Hampshire,12/27/20,"45,184",769
New Hampshire,1/3/21,"50,871",862
New Hampshire,1/10/21,"55,945",927
New Hampshire,1/17/21,"61,576",981
New Hampshire,1/24/21,"65,362","1,042"
New Hampshire,1/31/21,"68,061","1,098"
New Hampshire,2/7/21,"70,505","1,130"
New Hampshire,2/14/21,"73,161","1,153"
New Hampshire,2/21/21,"75,166","1,170"
New Hampshire,2/28/21,"76,695","1,181"
New Hampshire,3/7/21,"78,319","1,199"
New Hampshire,3/14/21,"80,316","1,217"
New Hampshire,3/21/21,"82,745","1,235"
New Hampshire,3/28/21,"85,448","1,247"
New Hampshire,4/4/21,"88,446","1,256"
New Hampshire,4/11/21,"91,279","1,266"
New Hampshire,4/18/21,"93,542","1,282"
New Hampshire,4/25/21,"95,163","1,304"
New Hampshire,5/2/21,"96,501","1,314"
New Hampshire,5/9/21,"97,563","1,331"
New Hampshire,5/16/21,"98,244","1,344"
New Hampshire,5/23/21,"98,699","1,352"
New Hampshire,5/30/21,"98,877","1,355"
New Hampshire,6/6/21,"99,068","1,360"
New Hampshire,6/13/21,"99,254","1,367"
New Hampshire,6/20/21,"99,403","1,371"
New Hampshire,6/27/21,"99,555","1,372"
New Hampshire,7/4/21,"99,708","1,375"
New Hampshire,7/11/21,"99,907","1,381"
New Jersey,3/1/20,4,0
New Jersey,3/8/20,75,2
New Jersey,3/15/20,"1,336",16
New Jersey,3/22/20,"11,124",140
New Jersey,3/29/20,"34,124",847
New Jersey,4/5/20,"58,151","2,183"
New Jersey,4/12/20,"81,420","4,070"
New Jersey,4/19/20,"105,523","5,863"
New Jersey,4/26/20,"123,717","7,742"
New Jersey,5/3/20,"137,085","9,116"
New Jersey,5/10/20,"145,089","10,249"
New Jersey,5/17/20,"153,104","11,081"
New Jersey,5/24/20,"159,608","11,634"
New Jersey,5/31/20,"163,893","12,106"
New Jersey,6/7/20,"166,605","12,589"
New Jersey,6/14/20,"168,834","12,857"
New Jersey,6/21/20,"172,727","14,948"
New Jersey,6/28/20,"174,889","15,189"
New Jersey,7/5/20,"176,906","15,525"
New Jersey,7/12/20,"178,788","15,699"
New Jersey,7/19/20,"180,778","15,776"
New Jersey,7/26/20,"183,904","15,830"
New Jersey,8/2/20,"186,282","15,869"
New Jersey,8/9/20,"189,281","15,910"
New Jersey,8/16/20,"191,175","15,943"
New Jersey,8/23/20,"193,100","15,953"
New Jersey,8/30/20,"195,530","15,985"
New Jersey,9/6/20,"198,126","16,027"
New Jersey,9/13/20,"201,100","16,064"
New Jersey,9/20/20,"204,641","16,103"
New Jersey,9/27/20,"209,363","16,135"
New Jersey,10/4/20,"214,665","16,171"
New Jersey,10/11/20,"220,527","16,204"
New Jersey,10/18/20,"229,128","16,281"
New Jersey,10/25/20,"239,679","16,350"
New Jersey,11/1/20,"254,382","16,425"
New Jersey,11/8/20,"276,537","16,548"
New Jersey,11/15/20,"303,851","16,746"
New Jersey,11/22/20,"332,104","16,965"
New Jersey,11/29/20,"363,822","17,306"
New Jersey,12/6/20,"398,364","17,732"
New Jersey,12/13/20,"429,325","18,173"
New Jersey,12/20/20,"460,846","18,613"
New Jersey,12/27/20,"490,393","19,187"
New Jersey,1/3/21,"579,182","19,854"
New Jersey,1/10/21,"622,085","20,414"
New Jersey,1/17/21,"657,536","20,934"
New Jersey,1/24/21,"692,543","21,455"
New Jersey,1/31/21,"717,834","21,964"
New Jersey,2/7/21,"743,819","22,440"
New Jersey,2/14/21,"764,374","22,834"
New Jersey,2/21/21,"786,964","23,238"
New Jersey,2/28/21,"810,089","23,557"
New Jersey,3/7/21,"834,714","23,888"
New Jersey,3/14/21,"862,648","24,134"
New Jersey,3/21/21,"892,145","24,382"
New Jersey,3/28/21,"923,394","24,632"
New Jersey,4/4/21,"950,103","24,859"
New Jersey,4/11/21,"975,704","25,134"
New Jersey,4/18/21,"996,197","25,367"
New Jersey,4/25/21,"998,811","25,588"
New Jersey,5/2/21,"1,007,555","25,791"
New Jersey,5/9/21,"1,010,490","25,952"
New Jersey,5/16/21,"1,013,787","26,072"
New Jersey,5/23/21,"1,015,889","26,201"
New Jersey,5/30/21,"1,017,695","26,273"
New Jersey,6/6/21,"1,019,356","26,327"
New Jersey,6/13/21,"1,021,038","26,372"
New Jersey,6/20/21,"1,022,680","26,434"
New Jersey,6/27/21,"1,024,113","26,473"
New Jersey,7/4/21,"1,025,788","26,501"
New Jersey,7/11/21,"1,028,503","26,536"
New Mexico,3/8/20,13,0
New Mexico,3/15/20,57,0
New Mexico,3/22/20,210,2
New Mexico,3/29/20,544,11
New Mexico,4/5/20,"1,174",20
New Mexico,4/12/20,"1,798",53
New Mexico,4/19/20,"2,662",93
New Mexico,4/26/20,"3,732",139
New Mexico,5/3/20,"4,778",191
New Mexico,5/10/20,"5,847",259
New Mexico,5/17/20,"6,795",308
New Mexico,5/24/20,"7,624",351
New Mexico,5/31/20,"8,800",392
New Mexico,6/7/20,"9,621",431
New Mexico,6/14/20,"10,430",466
New Mexico,6/21/20,"11,619",491
New Mexico,6/28/20,"13,063",513
New Mexico,7/5/20,"14,773",543
New Mexico,7/12/20,"16,736",569
New Mexico,7/19/20,"18,788",607
New Mexico,7/26/20,"20,796",651
New Mexico,8/2/20,"22,115",681
New Mexico,8/9/20,"23,302",711
New Mexico,8/16/20,"24,302",743
New Mexico,8/23/20,"25,178",769
New Mexico,8/30/20,"26,048",800
New Mexico,9/6/20,"26,661",821
New Mexico,9/13/20,"27,512",847
New Mexico,9/20/20,"28,692",870
New Mexico,9/27/20,"30,296",890
New Mexico,10/4/20,"32,722",907
New Mexico,10/11/20,"36,343",929
New Mexico,10/18/20,"41,040",965
New Mexico,10/25/20,"46,490","1,018"
New Mexico,11/1/20,"53,671","1,104"
New Mexico,11/8/20,"63,171","1,208"
New Mexico,11/15/20,"79,440","1,352"
New Mexico,11/22/20,"93,982","1,527"
New Mexico,11/29/20,"106,856","1,738"
New Mexico,12/6/20,"118,358","1,913"
New Mexico,12/13/20,"128,930","2,155"
New Mexico,12/20/20,"137,227","2,318"
New Mexico,12/27/20,"145,379","2,536"
New Mexico,1/3/21,"154,954","2,734"
New Mexico,1/10/21,"162,893","2,912"
New Mexico,1/17/21,"168,579","3,117"
New Mexico,1/24/21,"173,539","3,267"
New Mexico,1/31/21,"177,214","3,388"
New Mexico,2/7/21,"180,289","3,518"
New Mexico,2/14/21,"182,475","3,612"
New Mexico,2/21/21,"184,888","3,702"
New Mexico,2/28/21,"186,742","3,798"
New Mexico,3/7/21,"188,167","3,852"
New Mexico,3/14/21,"189,560","3,891"
New Mexico,3/21/21,"190,887","3,927"
New Mexico,3/28/21,"192,152","3,951"
New Mexico,4/4/21,"193,368","3,978"
New Mexico,4/11/21,"194,868","4,003"
New Mexico,4/18/21,"196,221","4,026"
New Mexico,4/25/21,"197,733","4,069"
New Mexico,5/2/21,"199,333","4,100"
New Mexico,5/9/21,"200,650","4,115"
New Mexico,5/16/21,"201,868","4,133"
New Mexico,5/23/21,"202,821","4,265"
New Mexico,5/30/21,"203,472","4,282"
New Mexico,6/6/21,"204,044","4,299"
New Mexico,6/13/21,"204,698","4,318"
New Mexico,6/20/21,"205,290","4,337"
New Mexico,6/27/21,"205,715","4,346"
New Mexico,7/4/21,"206,252","4,356"
New Mexico,7/11/21,"207,189","4,381"
New York,3/1/20,89,0
New York,3/8/20,610,2
New York,3/15/20,"10,371",95
New York,3/22/20,"53,517",935
New York,3/29/20,"115,963","4,535"
New York,4/5/20,"182,990","11,159"
New York,4/12/20,"240,542","17,141"
New York,4/19/20,"286,901","21,326"
New York,4/26/20,"318,134","24,035"
New York,5/3/20,"338,519","26,584"
New York,5/10/20,"353,136","27,953"
New York,5/17/20,"364,745","28,900"
New York,5/24/20,"374,471","29,612"
New York,5/31/20,"382,102","30,123"
New York,6/7/20,"387,402","30,565"
New York,6/14/20,"392,037","30,839"
New York,6/21/20,"396,669","31,105"
New York,6/28/20,"401,286","31,860"
New York,7/5/20,"405,724","32,019"
New York,7/12/20,"411,006","32,167"
New York,7/19/20,"415,911","32,295"
New York,7/26/20,"420,477","32,390"
New York,8/2/20,"425,055","32,431"
New York,8/9/20,"429,617","32,414"
New York,8/16/20,"433,881","32,464"
New York,8/23/20,"438,122","32,522"
New York,8/30/20,"443,497","32,579"
New York,9/6/20,"448,347","32,625"
New York,9/13/20,"453,747","32,682"
New York,9/20/20,"459,472","32,713"
New York,9/27/20,"468,081","32,794"
New York,10/4/20,"477,870","32,875"
New York,10/11/20,"487,626","32,959"
New York,10/18/20,"498,568","33,049"
New York,10/25/20,"512,223","33,152"
New York,11/1/20,"530,354","33,287"
New York,11/8/20,"561,308","33,477"
New York,11/15/20,"595,581","33,737"
New York,11/22/20,"639,200","34,049"
New York,11/29/20,"700,902","34,488"
New York,12/6/20,"770,804","35,074"
New York,12/13/20,"841,946","35,897"
New York,12/20/20,"920,171","36,870"
New York,12/27/20,"1,011,922","37,854"
New York,1/3/21,"1,119,541","39,041"
New York,1/10/21,"1,229,124","40,376"
New York,1/17/21,"1,323,569","41,694"
New York,1/24/21,"1,408,955","42,996"
New York,1/31/21,"1,470,558","44,210"
New York,2/7/21,"1,531,797","45,295"
New York,2/14/21,"1,585,692","46,233"
New York,2/21/21,"1,636,297","47,025"
New York,2/28/21,"1,687,250","47,767"
New York,3/7/21,"1,734,933","48,370"
New York,3/14/21,"1,779,291","48,916"
New York,3/21/21,"1,840,338","49,446"
New York,3/28/21,"1,896,534","50,042"
New York,4/4/21,"1,948,232","50,527"
New York,4/11/21,"1,991,271","51,034"
New York,4/18/21,"2,025,257","51,419"
New York,4/25/21,"2,050,174","51,791"
New York,5/2/21,"2,068,200","52,118"
New York,5/9/21,"2,081,761","52,377"
New York,5/16/21,"2,092,455","52,572"
New York,5/23/21,"2,099,261","52,724"
New York,5/30/21,"2,103,612","52,852"
New York,6/6/21,"2,107,172","52,958"
New York,6/13/21,"2,109,782","53,024"
New York,6/20/21,"2,111,933","53,066"
New York,6/27/21,"2,114,297","53,109"
New York,7/4/21,"2,117,754","53,149"
New York,7/11/21,"2,123,579","53,181"
North Carolina,3/1/20,2,0
North Carolina,3/8/20,25,0
North Carolina,3/15/20,184,0
North Carolina,3/22/20,972,4
North Carolina,3/29/20,"2,402",30
North Carolina,4/5/20,"4,310",86
North Carolina,4/12/20,"6,140",175
North Carolina,4/19/20,"8,548",304
North Carolina,4/26/20,"11,514",428
North Carolina,5/3/20,"14,387",554
North Carolina,5/10/20,"18,009",671
North Carolina,5/17/20,"22,731",763
North Carolina,5/24/20,"27,761",903
North Carolina,5/31/20,"34,809","1,020"
North Carolina,6/7/20,"42,911","1,135"
North Carolina,6/14/20,"51,640","1,239"
North Carolina,6/21/20,"60,709","1,334"
North Carolina,6/28/20,"71,735","1,414"
North Carolina,7/5/20,"83,996","1,520"
North Carolina,7/12/20,"98,067","1,653"
North Carolina,7/19/20,"111,282","1,801"
North Carolina,7/26/20,"124,015","1,989"
North Carolina,8/2/20,"134,915","2,184"
North Carolina,8/9/20,"143,956","2,370"
North Carolina,8/16/20,"153,966","2,546"
North Carolina,8/23/20,"165,533","2,708"
North Carolina,8/30/20,"176,124","2,913"
North Carolina,9/6/20,"184,305","3,073"
North Carolina,9/13/20,"192,751","3,260"
North Carolina,9/20/20,"206,241","3,458"
North Carolina,9/27/20,"217,049","3,647"
North Carolina,10/4/20,"229,959","3,786"
North Carolina,10/11/20,"244,020","3,955"
North Carolina,10/18/20,"258,439","4,170"
North Carolina,10/25/20,"274,805","4,400"
North Carolina,11/1/20,"291,563","4,629"
North Carolina,11/8/20,"309,703","4,783"
North Carolina,11/15/20,"333,074","5,035"
North Carolina,11/22/20,"358,654","5,249"
North Carolina,11/29/20,"388,760","5,547"
North Carolina,12/6/20,"430,325","5,831"
North Carolina,12/13/20,"473,691","6,222"
North Carolina,12/20/20,"514,724","6,574"
North Carolina,12/27/20,"559,942","6,933"
North Carolina,1/3/21,"614,715","7,468"
North Carolina,1/10/21,"668,165","8,060"
North Carolina,1/17/21,"713,300","8,623"
North Carolina,1/24/21,"747,948","9,215"
North Carolina,1/31/21,"792,618","9,962"
North Carolina,2/7/21,"819,751","10,482"
North Carolina,2/14/21,"841,315","10,930"
North Carolina,2/21/21,"859,527","11,240"
North Carolina,2/28/21,"873,169","11,520"
North Carolina,3/7/21,"883,888","11,716"
North Carolina,3/14/21,"896,395","11,848"
North Carolina,3/21/21,"906,770","12,049"
North Carolina,3/28/21,"917,474","12,161"
North Carolina,4/4/21,"930,371","12,274"
North Carolina,4/11/21,"944,749","12,416"
