State,County,Cases,Deaths
Iowa,O'Brien,"2,009",61
Iowa,Winneshiek,"2,006",36
Iowa,Buchanan,"1,967",34
Iowa,Page,"1,954",22
Iowa,Cedar,"1,929",23
Iowa,Hardin,"1,911",44
Iowa,Wright,"1,891",40
Iowa,Fayette,"1,882",43
Iowa,Hamilton,"1,868",51
Iowa,Harrison,"1,819",73
Iowa,Clayton,"1,730",57
Iowa,Butler,"1,678",35
Iowa,Madison,"1,677",19
Iowa,Floyd,"1,646",42
Iowa,Mills,"1,644",24
Iowa,Cherokee,"1,615",38
Iowa,Lyon,"1,609",41
Iowa,Poweshiek,"1,590",36
Iowa,Allamakee,"1,555",52
Iowa,Hancock,"1,531",34
Iowa,Iowa,"1,502",24
Iowa,Winnebago,"1,457",31
Iowa,Calhoun,"1,431",13
Iowa,Cass,"1,408",55
Iowa,Grundy,"1,393",33
Iowa,Emmet,"1,367",41
Iowa,Jefferson,"1,345",35
Iowa,Sac,"1,326",20
Iowa,Shelby,"1,322",38
Iowa,Union,"1,302",35
Iowa,Louisa,"1,302",49
Iowa,Appanoose,"1,291",49
Iowa,Franklin,"1,278",23
Iowa,Mitchell,"1,272",43
Iowa,Chickasaw,"1,257",17
Iowa,Humboldt,"1,245",26
Iowa,Guthrie,"1,245",32
Iowa,Palo Alto,"1,149",24
Iowa,Montgomery,"1,067",38
Iowa,Howard,"1,053",22
Iowa,Clarke,"1,024",24
Iowa,Monroe,"1,006",33
Iowa,Keokuk,999,32
Iowa,Unknown,959,0
Iowa,Ida,927,35
Iowa,Adair,896,32
Iowa,Pocahontas,868,22
Iowa,Davis,868,25
Iowa,Monona,859,31
Iowa,Greene,791,11
Iowa,Osceola,790,17
Iowa,Lucas,780,23
Iowa,Worth,764,8
Iowa,Taylor,671,12
Iowa,Decatur,662,9
Iowa,Fremont,648,10
Iowa,Ringgold,568,24
Iowa,Van Buren,567,18
Iowa,Wayne,563,23
Iowa,Audubon,537,13
Iowa,Adams,349,4
Kansas,Johnson,"61,305",778
Kansas,Sedgwick,"58,778",801
Kansas,Wyandotte,"21,634",301
Kansas,Shawnee,"18,059",373
Kansas,Douglas,"9,581",85
Kansas,Reno,"8,662",142
Kansas,Butler,"7,734",92
Kansas,Leavenworth,"7,566",95
Kansas,Riley,"6,892",45
Kansas,Saline,"6,447",144
Kansas,Finney,"6,137",74
Kansas,Ford,"5,822",77
Kansas,Crawford,"5,171",89
Kansas,Lyon,"4,379",87
Kansas,Cowley,"4,062",108
Kansas,Seward,"3,995",42
Kansas,Geary,"3,837",43
Kansas,Ellis,"3,776",73
Kansas,Harvey,"3,747",72
Kansas,Montgomery,"3,541",84
Kansas,McPherson,"3,423",89
Kansas,Miami,"2,904",42
Kansas,Labette,"2,844",50
Kansas,Cherokee,"2,838",56
Kansas,Franklin,"2,710",43
Kansas,Barton,"2,647",51
Kansas,Sumner,"2,277",53
Kansas,Pottawatomie,"2,076",32
Kansas,Dickinson,"1,899",47
Kansas,Neosho,"1,895",35
Kansas,Jefferson,"1,794",40
Kansas,Atchison,"1,594",14
Kansas,Nemaha,"1,549",55
Kansas,Bourbon,"1,539",28
Kansas,Jackson,"1,437",17
Kansas,Osage,"1,298",26
Kansas,Allen,"1,297",20
Kansas,Brown,"1,255",38
Kansas,Ellsworth,"1,232",25
Kansas,Norton,"1,228",27
Kansas,Pawnee,"1,183",14
Kansas,Marshall,"1,168",27
Kansas,Thomas,"1,135",21
Kansas,Marion,"1,123",24
Kansas,Doniphan,"1,095",23
Kansas,Rice,"1,081",12
Kansas,Wilson,"1,075",19
Kansas,Cloud,"1,006",25
Kansas,Grant,991,18
Kansas,Russell,876,28
Kansas,Linn,873,12
Kansas,Anderson,866,18
Kansas,Pratt,831,25
Kansas,Clay,831,30
Kansas,Kingman,787,15
Kansas,Coffey,765,23
Kansas,Wabaunsee,727,14
Kansas,Phillips,715,25
Kansas,Republic,680,15
Kansas,Sherman,665,12
Kansas,Rooks,662,11
Kansas,Harper,637,18
Kansas,Scott,621,25
Kansas,Gray,619,14
Kansas,Morris,613,23
Kansas,Greenwood,590,11
Kansas,Stevens,587,10
Kansas,Kearny,576,10
Kansas,Mitchell,571,18
Kansas,Ottawa,564,13
Kansas,Washington,559,14
Kansas,Meade,515,13
Kansas,Sheridan,439,14
Kansas,Rush,436,14
Kansas,Haskell,417,9
Kansas,Trego,409,8
Kansas,Gove,389,20
Kansas,Barber,376,6
Kansas,Ness,374,16
Kansas,Cheyenne,372,13
Kansas,Rawlins,360,7
Kansas,Stafford,352,10
Kansas,Logan,305,6
Kansas,Osborne,294,12
Kansas,Chautauqua,289,6
Kansas,Chase,282,3
Kansas,Decatur,281,12
Kansas,Smith,279,3
Kansas,Morton,273,9
Kansas,Kiowa,271,5
Kansas,Edwards,268,12
Kansas,Lincoln,266,5
Kansas,Graham,266,9
Kansas,Clark,252,7
Kansas,Woodson,228,5
Kansas,Wichita,218,6
Kansas,Jewell,216,6
Kansas,Hodgeman,214,9
Kansas,Hamilton,211,1
Kansas,Stanton,188,6
Kansas,Elk,185,5
Kansas,Wallace,181,4
Kansas,Comanche,172,10
Kansas,Lane,143,7
Kansas,Greeley,104,1
Kentucky,Jefferson,"83,939","1,345"
Kentucky,Fayette,"36,982",323
Kentucky,Kenton,"17,410",214
Kentucky,Warren,"16,607",189
Kentucky,Boone,"14,883",155
Kentucky,Daviess,"11,217",196
Kentucky,Hardin,"10,262",171
Kentucky,Madison,"9,733",113
Kentucky,Campbell,"8,999",84
Kentucky,Laurel,"7,804",81
Kentucky,Oldham,"7,775",85
Kentucky,Bullitt,"7,594",83
Kentucky,Christian,"7,176",107
Kentucky,McCracken,"7,052",135
Kentucky,Pulaski,"6,774",124
Kentucky,Pike,"6,040",112
Kentucky,Scott,"5,548",36
Kentucky,Boyd,"5,228",76
Kentucky,Henderson,"5,082",79
Kentucky,Nelson,"5,078",63
Kentucky,Hopkins,"4,947",152
Kentucky,Jessamine,"4,851",74
Kentucky,Shelby,"4,847",79
Kentucky,Barren,"4,621",104
Kentucky,Graves,"4,479",96
Kentucky,Franklin,"4,256",58
Kentucky,Whitley,"4,184",62
Kentucky,Knox,"3,936",47
Kentucky,Greenup,"3,832",63
Kentucky,Calloway,"3,657",50
Kentucky,Floyd,"3,558",74
Kentucky,Boyle,"3,551",78
Kentucky,Muhlenberg,"3,245",69
Kentucky,Taylor,"3,229",53
Kentucky,Bell,"3,197",58
Kentucky,Clark,"3,144",32
Kentucky,Logan,"3,026",74
Kentucky,Harlan,"2,996",93
Kentucky,Marshall,"2,969",63
Kentucky,Montgomery,"2,885",30
Kentucky,Perry,"2,866",66
Kentucky,Clay,"2,812",46
Kentucky,Mercer,"2,682",54
Kentucky,Grant,"2,642",24
Kentucky,Ohio,"2,560",55
Kentucky,Carter,"2,477",35
Kentucky,Lincoln,"2,450",60
Kentucky,Marion,"2,425",38
Kentucky,Rowan,"2,343",22
Kentucky,Morgan,"2,333",5
Kentucky,Grayson,"2,294",58
Kentucky,Woodford,"2,277",22
Kentucky,Wayne,"2,247",50
Kentucky,Simpson,"2,205",43
Kentucky,Allen,"2,154",46
Kentucky,Johnson,"2,152",37
Kentucky,Meade,"2,146",26
Kentucky,Hart,"2,106",53
Kentucky,Letcher,"2,038",46
Kentucky,McCreary,"2,029",34
Kentucky,Adair,"1,990",54
Kentucky,Russell,"1,909",47
Kentucky,Harrison,"1,844",27
Kentucky,Anderson,"1,832",23
Kentucky,Bourbon,"1,810",20
Kentucky,Mason,"1,770",40
Kentucky,Spencer,"1,670",25
Kentucky,Rockcastle,"1,668",24
Kentucky,Garrard,"1,572",37
Kentucky,Lyon,"1,565",22
Kentucky,Casey,"1,540",41
Kentucky,Lawrence,"1,509",28
Kentucky,Washington,"1,503",41
Kentucky,Caldwell,"1,503",32
Kentucky,Butler,"1,491",28
Kentucky,Union,"1,476",16
Kentucky,Webster,"1,475",22
Kentucky,Clinton,"1,455",32
Kentucky,Lewis,"1,414",41
Kentucky,Henry,"1,408",20
Kentucky,Larue,"1,389",28
Kentucky,Powell,"1,364",13
Kentucky,Jackson,"1,362",32
Kentucky,Monroe,"1,357",44
Kentucky,Breckinridge,"1,355",18
Kentucky,Trigg,"1,348",15
Kentucky,Lee,"1,303",26
Kentucky,Green,"1,249",18
Kentucky,Fleming,"1,249",25
Kentucky,Estill,"1,202",12
Kentucky,Knott,"1,198",24
Kentucky,Todd,"1,182",28
Kentucky,Martin,"1,088",20
Kentucky,Metcalfe,"1,086",31
Kentucky,Breathitt,"1,070",11
Kentucky,Pendleton,"1,068",4
Kentucky,Bath,"1,062",24
Kentucky,Carroll,"1,049",21
Kentucky,Magoffin,"1,043",19
Kentucky,Elliott,989,2
Kentucky,Leslie,978,8
Kentucky,Edmonson,936,25
Kentucky,Livingston,931,25
Kentucky,Hancock,917,16
Kentucky,McLean,915,28
Kentucky,Owen,761,13
Kentucky,Gallatin,760,33
Kentucky,Trimble,714,7
Kentucky,Crittenden,708,24
Kentucky,Cumberland,697,14
Kentucky,Bracken,675,8
Kentucky,Nicholas,605,9
Kentucky,Fulton,554,16
Kentucky,Wolfe,550,7
Kentucky,Owsley,510,16
Kentucky,Carlisle,494,10
Kentucky,Menifee,490,17
Kentucky,Ballard,422,10
Kentucky,Hickman,408,16
Kentucky,Robertson,239,14
Louisiana,Jefferson,"49,455",917
Louisiana,East Baton Rouge,"43,795",858
Louisiana,Orleans,"32,604",808
Louisiana,St. Tammany,"28,428",531
Louisiana,Caddo,"28,035",768
Louisiana,Lafayette,"25,873",299
Louisiana,Calcasieu,"23,910",463
Louisiana,Ouachita,"19,777",469
Louisiana,Livingston,"15,865",217
Louisiana,Bossier,"15,066",312
Louisiana,Tangipahoa,"14,611",316
Louisiana,Ascension,"14,114",169
Louisiana,Rapides,"13,412",330
Louisiana,Terrebonne,"11,654",230
Louisiana,Lafourche,"11,121",207
Louisiana,St. Landry,"9,567",265
Louisiana,Iberia,"7,890",166
Louisiana,Acadia,"7,042",198
Louisiana,Vermilion,"6,077",127
Louisiana,St. Charles,"6,052",99
Louisiana,St. Martin,"5,894",120
Louisiana,St. Mary,"5,640",147
Louisiana,Lincoln,"4,876",95
Louisiana,Washington,"4,796",139
Louisiana,Avoyelles,"4,507",126
Louisiana,Webster,"4,431",116
Louisiana,St. Bernard,"4,407",54
Louisiana,Natchitoches,"4,275",95
Louisiana,Iberville,"4,148",102
Louisiana,St. John the Baptist,"4,126",141
Louisiana,Evangeline,"3,789",100
Louisiana,Beauregard,"3,483",79
Louisiana,Vernon,"3,380",107
Louisiana,East Feliciana,"3,368",117
Louisiana,Jefferson Davis,"3,328",99
Louisiana,Allen,"3,328",93
Louisiana,West Baton Rouge,"3,151",63
Louisiana,Sabine,"3,073",64
Louisiana,Morehouse,"3,030",79
Louisiana,De Soto,"2,990",79
Louisiana,Franklin,"2,960",108
Louisiana,Pointe Coupee,"2,849",75
Louisiana,Plaquemines,"2,726",27
Louisiana,Richland,"2,629",58
Louisiana,Union,"2,565",83
Louisiana,Assumption,"2,468",37
Louisiana,Grant,"2,331",58
Louisiana,St. James,"2,138",52
Louisiana,Jackson,"2,130",52
Louisiana,Concordia,"2,015",62
Louisiana,LaSalle,"1,807",38
Louisiana,Bienville,"1,743",84
Louisiana,Winn,"1,629",47
Louisiana,Madison,"1,625",40
Louisiana,Claiborne,"1,509",56
Louisiana,West Feliciana,"1,243",34
Louisiana,Catahoula,"1,219",38
Louisiana,West Carroll,"1,215",41
Louisiana,Caldwell,"1,170",29
Louisiana,East Carroll,"1,164",28
Louisiana,St. Helena,"1,032",12
Louisiana,Red River,933,38
Louisiana,Cameron,650,7
Louisiana,Unknown,397,0
Louisiana,Tensas,373,8
Maine,Cumberland,"17,367",204
Maine,York,"13,686",137
Maine,Androscoggin,"8,470",87
Maine,Kennebec,"6,658",80
Maine,Penobscot,"6,412",102
Maine,Oxford,"3,668",70
Maine,Somerset,"2,303",34
Maine,Aroostook,"1,940",53
Maine,Sagadahoc,"1,479",11
Maine,Franklin,"1,404",15
Maine,Hancock,"1,390",39
Maine,Knox,"1,180",7
Maine,Lincoln,"1,097",3
Maine,Waldo,"1,072",21
Maine,Washington,952,18
Maine,Piscataquis,597,7
Maine,Unknown,3,0
Maryland,Prince George's,"86,113","1,601"
Maryland,Montgomery,"71,630","1,628"
Maryland,Baltimore,"66,270","1,690"
Maryland,Baltimore city,"53,380","1,262"
Maryland,Anne Arundel,"44,225",668
Maryland,Frederick,"19,935",344
Maryland,Howard,"19,455",258
Maryland,Harford,"16,747",302
Maryland,Washington,"14,717",334
Maryland,Charles,"11,047",217
Maryland,Carroll,"9,580",255
Maryland,Wicomico,"7,775",174
Maryland,Allegany,"7,079",212
Maryland,Cecil,"6,414",155
Maryland,St. Mary's,"6,110",132
Maryland,Calvert,"4,258",86
Maryland,Worcester,"3,722",106
Maryland,Queen Anne's,"3,022",52
Maryland,Dorchester,"2,863",65
Maryland,Somerset,"2,631",42
Maryland,Caroline,"2,361",30
Maryland,Talbot,"2,194",45
Maryland,Garrett,"2,059",65
Maryland,Kent,"1,365",51
Maryland,Unknown,2,23
Massachusetts,Middlesex,"136,114","3,788"
Massachusetts,Essex,"98,320","2,410"
Massachusetts,Suffolk,"93,688","1,853"
Massachusetts,Worcester,"77,816","2,253"
Massachusetts,Bristol,"67,311","1,750"
Massachusetts,Norfolk,"55,331","1,808"
Massachusetts,Hampden,"52,719","1,539"
Massachusetts,Plymouth,"49,548","1,449"
Massachusetts,Unknown,"47,629",14
Massachusetts,Barnstable,"14,169",473
Massachusetts,Hampshire,"9,217",300
Massachusetts,Berkshire,"6,598",289
Massachusetts,Franklin,"2,591",113
Massachusetts,Nantucket,"1,527",0
Massachusetts,Dukes,"1,436",0
Michigan,Wayne,"167,006","5,196"
Michigan,Oakland,"119,379","2,467"
Michigan,Macomb,"101,015","2,507"
Michigan,Kent,"74,098",868
Michigan,Genesee,"41,901",976
Michigan,Ottawa,"33,049",442
Michigan,Washtenaw,"27,259",312
Michigan,Ingham,"25,019",394
Michigan,Kalamazoo,"23,302",403
Michigan,Saginaw,"22,625",639
Michigan,Jackson,"21,145",324
Michigan,St. Clair,"18,569",451
Michigan,Muskegon,"18,513",384
Michigan,Livingston,"16,887",198
Michigan,Berrien,"15,667",299
Michigan,Monroe,"15,505",266
Michigan,Calhoun,"14,666",321
Michigan,Bay,"11,298",355
Michigan,Allegan,"11,247",162
Michigan,Lenawee,"10,889",178
Michigan,Eaton,"10,198",212
Michigan,Lapeer,"9,792",215
Michigan,Ionia,"9,378",85
Michigan,Montcalm,"8,221",120
Michigan,Clinton,"7,680",95
Michigan,Midland,"7,620",95
Michigan,Van Buren,"7,185",133
Michigan,Gratiot,"6,988",125
Michigan,Grand Traverse,"6,524",100
Michigan,Shiawassee,"6,459",110
Michigan,Isabella,"6,352",100
Michigan,St. Joseph,"6,282",101
Michigan,Barry,"5,986",70
Michigan,Marquette,"5,947",65
Michigan,Branch,"5,814",121
Michigan,Tuscola,"5,689",174
Michigan,Chippewa,"5,662",50
Michigan,Cass,"5,522",78
Michigan,Newaygo,"4,918",69
Michigan,Hillsdale,"4,415",94
Michigan,Sanilac,"4,265",125
Michigan,Huron,"4,098",82
Michigan,Delta,"4,063",95
Michigan,Mecosta,"3,226",37
Michigan,Houghton,"3,145",43
Michigan,Wexford,"2,906",48
Michigan,Oceana,"2,783",60
Michigan,Dickinson,"2,766",74
Michigan,Clare,"2,492",86
Michigan,Emmet,"2,394",43
Michigan,Otsego,"2,370",41
Michigan,Gladwin,"2,311",61
Michigan,Alpena,"2,278",64
Michigan,Mason,"2,149",37
Michigan,Menominee,"2,133",44
Michigan,Iosco,"2,010",75
Michigan,Manistee,"1,983",25
Michigan,Osceola,"1,970",31
Michigan,Cheboygan,"1,938",47
Michigan,Roscommon,"1,905",55
Michigan,Ogemaw,"1,751",43
Michigan,Charlevoix,"1,692",22
Michigan,Antrim,"1,643",30
Michigan,Missaukee,"1,520",27
Michigan,Gogebic,"1,444",53
Michigan,Luce,"1,339",6
Michigan,Benzie,"1,285",36
Michigan,Leelanau,"1,249",20
Michigan,Arenac,"1,219",29
Michigan,Kalkaska,"1,151",27
Michigan,Iron,"1,067",53
Michigan,Presque Isle,"1,058",34
Michigan,Crawford,996,14
Michigan,Baraga,994,40
Michigan,Unknown,878,16
Michigan,Alcona,742,33
Michigan,Mackinac,718,3
Michigan,Oscoda,694,31
Michigan,Alger,670,7
Michigan,Lake,640,17
Michigan,Montmorency,619,20
Michigan,Ontonagon,484,22
Michigan,Schoolcraft,439,5
Michigan,Keweenaw,174,2
Minnesota,Hennepin,"126,079","1,794"
Minnesota,Ramsey,"52,913",910
Minnesota,Dakota,"47,173",475
Minnesota,Anoka,"43,153",465
Minnesota,Washington,"27,621",296
Minnesota,Stearns,"22,640",227
Minnesota,St. Louis,"18,229",319
Minnesota,Scott,"17,653",139
Minnesota,Wright,"16,495",152
Minnesota,Olmsted,"13,488",102
Minnesota,Sherburne,"12,108",95
Minnesota,Carver,"10,725",49
Minnesota,Clay,"8,292",92
Minnesota,Rice,"8,242",111
Minnesota,Blue Earth,"7,687",44
Minnesota,Crow Wing,"6,868",98
Minnesota,Kandiyohi,"6,695",85
Minnesota,Chisago,"6,263",54
Minnesota,Otter Tail,"5,892",87
Minnesota,Benton,"5,849",98
Minnesota,Goodhue,"4,853",74
Minnesota,Douglas,"4,771",81
Minnesota,Mower,"4,770",33
Minnesota,Winona,"4,632",52
Minnesota,Itasca,"4,622",68
Minnesota,Isanti,"4,448",66
Minnesota,McLeod,"4,336",61
Minnesota,Morrison,"4,273",62
Minnesota,Beltrami,"4,098",63
Minnesota,Nobles,"4,094",50
Minnesota,Steele,"4,004",19
Minnesota,Polk,"3,906",72
Minnesota,Becker,"3,891",57
Minnesota,Lyon,"3,649",54
Minnesota,Carlton,"3,565",58
Minnesota,Freeborn,"3,498",34
Minnesota,Pine,"3,372",23
Minnesota,Nicollet,"3,337",45
Minnesota,Mille Lacs,"3,143",56
Minnesota,Brown,"3,086",40
Minnesota,Le Sueur,"2,991",27
Minnesota,Todd,"2,878",33
Minnesota,Cass,"2,878",33
Minnesota,Meeker,"2,650",44
Minnesota,Waseca,"2,404",23
Minnesota,Martin,"2,366",33
Minnesota,Roseau,"2,117",21
Minnesota,Wabasha,"2,083",3
Minnesota,Hubbard,"1,976",41
Minnesota,Dodge,"1,886",3
Minnesota,Renville,"1,830",46
Minnesota,Redwood,"1,776",41
Minnesota,Houston,"1,753",16
Minnesota,Cottonwood,"1,680",24
Minnesota,Wadena,"1,648",23
Minnesota,Fillmore,"1,589",10
Minnesota,Faribault,"1,569",20
Minnesota,Chippewa,"1,540",38
Minnesota,Pennington,"1,538",20
Minnesota,Kanabec,"1,478",28
Minnesota,Sibley,"1,474",10
Minnesota,Aitkin,"1,390",37
Minnesota,Watonwan,"1,361",9
Minnesota,Rock,"1,289",19
Minnesota,Jackson,"1,231",12
Minnesota,Pipestone,"1,170",26
Minnesota,Yellow Medicine,"1,153",20
Minnesota,Pope,"1,136",6
Minnesota,Swift,"1,072",18
Minnesota,Murray,"1,072",10
Minnesota,Koochiching,968,19
Minnesota,Stevens,926,11
Minnesota,Clearwater,892,17
Minnesota,Marshall,888,17
Minnesota,Lake,840,20
Minnesota,Wilkin,837,13
Minnesota,Lac qui Parle,761,22
Minnesota,Big Stone,609,4
Minnesota,Grant,595,8
Minnesota,Lincoln,586,3
Minnesota,Unknown,581,93
Minnesota,Mahnomen,566,9
Minnesota,Norman,550,9
Minnesota,Kittson,490,22
Minnesota,Red Lake,403,7
Minnesota,Traverse,380,5
Minnesota,Lake of the Woods,346,4
Minnesota,Cook,174,0
Mississippi,DeSoto,"22,803",279
Mississippi,Hinds,"22,483",433
Mississippi,Harrison,"19,332",323
Mississippi,Rankin,"14,688",286
Mississippi,Jackson,"14,166",251
Mississippi,Madison,"10,616",227
Mississippi,Lee,"10,371",178
Mississippi,Jones,"8,681",169
Mississippi,Forrest,"8,120",156
Mississippi,Lauderdale,"7,485",243
Mississippi,Lowndes,"6,733",150
Mississippi,Lamar,"6,617",88
Mississippi,Lafayette,"6,429",124
Mississippi,Washington,"5,484",139
Mississippi,Bolivar,"4,903",134
Mississippi,Pearl River,"4,871",149
Mississippi,Oktibbeha,"4,753",98
Mississippi,Panola,"4,715",112
Mississippi,Marshall,"4,641",106
Mississippi,Warren,"4,585",124
Mississippi,Pontotoc,"4,381",73
Mississippi,Union,"4,239",79
Mississippi,Monroe,"4,239",137
Mississippi,Neshoba,"4,171",180
Mississippi,Lincoln,"4,077",115
Mississippi,Hancock,"4,016",88
Mississippi,Leflore,"3,557",125
Mississippi,Pike,"3,488",111
Mississippi,Tate,"3,481",88
Mississippi,Alcorn,"3,421",74
Mississippi,Sunflower,"3,414",93
Mississippi,Adams,"3,302",87
Mississippi,Yazoo,"3,296",73
Mississippi,Scott,"3,276",75
Mississippi,Simpson,"3,130",90
Mississippi,Copiah,"3,105",67
Mississippi,Itawamba,"3,089",80
Mississippi,Coahoma,"3,076",85
Mississippi,Tippah,"2,982",68
Mississippi,Prentiss,"2,919",63
Mississippi,Covington,"2,795",83
Mississippi,Marion,"2,781",80
Mississippi,Leake,"2,771",75
Mississippi,Wayne,"2,691",42
Mississippi,Grenada,"2,652",88
Mississippi,George,"2,586",51
Mississippi,Newton,"2,553",64
Mississippi,Tishomingo,"2,357",69
Mississippi,Winston,"2,348",84
Mississippi,Jasper,"2,253",48
Mississippi,Attala,"2,196",73
Mississippi,Chickasaw,"2,156",60
Mississippi,Stone,"2,058",37
Mississippi,Holmes,"1,947",74
Mississippi,Clay,"1,913",54
Mississippi,Tallahatchie,"1,815",42
Mississippi,Clarke,"1,812",80
Mississippi,Calhoun,"1,768",32
Mississippi,Smith,"1,745",34
Mississippi,Yalobusha,"1,692",40
Mississippi,Walthall,"1,397",48
Mississippi,Lawrence,"1,362",26
Mississippi,Greene,"1,343",34
Mississippi,Amite,"1,313",43
Mississippi,Noxubee,"1,308",35
Mississippi,Perry,"1,305",38
Mississippi,Montgomery,"1,304",44
Mississippi,Carroll,"1,243",31
Mississippi,Webster,"1,165",32
Mississippi,Jefferson Davis,"1,122",34
Mississippi,Tunica,"1,106",27
Mississippi,Benton,"1,043",25
Mississippi,Claiborne,"1,042",31
Mississippi,Kemper,"1,004",29
Mississippi,Humphreys,990,33
Mississippi,Franklin,859,23
Mississippi,Quitman,834,19
Mississippi,Choctaw,807,19
Mississippi,Wilkinson,730,32
Mississippi,Jefferson,679,28
Mississippi,Sharkey,515,18
Mississippi,Issaquena,169,6
Missouri,St. Louis,"105,094","2,291"
Missouri,St. Charles,"49,615",600
Missouri,Kansas City,"47,386",611
Missouri,Jackson,"41,553",492
Missouri,Greene,"36,454",505
Missouri,St. Louis city,"26,220",538
Missouri,Jefferson,"24,463",255
Missouri,Boone,"20,292",118
Missouri,Buchanan,"11,858",189
Missouri,Jasper,"11,157",140
Missouri,Franklin,"11,126",187
Missouri,Clay,"10,919",176
Missouri,Christian,"10,676",103
Missouri,Cole,"10,252",130
Missouri,Cass,"10,068",118
Missouri,Cape Girardeau,"9,685",140
Missouri,St. Francois,"9,091",117
Missouri,Joplin,"7,316",119
Missouri,Taney,"7,029",106
Missouri,Lincoln,"6,560",53
Missouri,Newton,"6,371",83
Missouri,Pettis,"5,515",78
Missouri,Callaway,"5,456",51
Missouri,Johnson,"5,094",59
Missouri,Camden,"4,825",97
Missouri,Scott,"4,812",88
Missouri,Webster,"4,614",60
Missouri,Butler,"4,517",51
Missouri,Platte,"4,462",53
Missouri,Phelps,"4,461",139
Missouri,Polk,"4,164",42
Missouri,Lawrence,"4,124",90
Missouri,Howell,"4,099",50
Missouri,Laclede,"4,088",81
Missouri,Pulaski,"3,985",56
Missouri,Marion,"3,857",53
Missouri,Warren,"3,404",39
Missouri,Barry,"3,335",49
Missouri,Lafayette,"3,334",57
Missouri,Dunklin,"3,196",50
Missouri,McDonald,"3,063",39
Missouri,Saline,"2,999",39
Missouri,Stone,"2,994",54
Missouri,Miller,"2,991",61
Missouri,Audrain,"2,896",58
Missouri,Washington,"2,845",53
Missouri,Nodaway,"2,842",25
Missouri,Randolph,"2,807",31
Missouri,Crawford,"2,761",41
Missouri,Stoddard,"2,680",44
Missouri,Adair,"2,658",21
Missouri,Perry,"2,305",30
Missouri,Texas,"2,234",26
Missouri,Livingston,"2,226",48
Missouri,New Madrid,"2,208",48
Missouri,Henry,"2,181",40
Missouri,Vernon,"2,162",48
Missouri,Clinton,"2,144",65
Missouri,Andrew,"2,127",22
Missouri,Ray,"2,114",32
Missouri,Cooper,"2,025",27
Missouri,Wright,"1,985",34
Missouri,Morgan,"1,981",44
Missouri,Moniteau,"1,948",33
Missouri,Pike,"1,891",27
Missouri,Benton,"1,864",36
Missouri,Ste. Genevieve,"1,860",17
Missouri,Dallas,"1,761",31
Missouri,Osage,"1,739",16
Missouri,Macon,"1,710",18
Missouri,Madison,"1,706",16
Missouri,Gasconade,"1,650",47
Missouri,Pemiscot,"1,645",39
Missouri,Linn,"1,639",20
Missouri,Mississippi,"1,529",28
Missouri,Bates,"1,425",32
Missouri,Barton,"1,324",18
Missouri,Cedar,"1,280",21
Missouri,Douglas,"1,191",30
Missouri,DeKalb,"1,183",33
Missouri,Grundy,"1,172",36
Missouri,Bollinger,"1,172",15
Missouri,Ripley,"1,157",17
Missouri,Dent,"1,151",19
Missouri,Ralls,"1,145",13
Missouri,Lewis,"1,132",20
Missouri,Montgomery,"1,125",14
Missouri,Howard,"1,121",9
Missouri,Carroll,"1,105",24
Missouri,Wayne,"1,075",14
Missouri,Monroe,"1,046",12
Missouri,Iron,958,7
Missouri,Gentry,941,20
Missouri,Oregon,930,6
Missouri,Harrison,918,14
Missouri,Caldwell,915,16
Missouri,Sullivan,894,14
Missouri,St. Clair,885,8
Missouri,Dade,812,31
Missouri,Hickory,793,15
Missouri,Chariton,784,8
Missouri,Daviess,783,11
Missouri,Ozark,752,21
Missouri,Clark,733,10
Missouri,Shelby,709,7
Missouri,Maries,695,8
Missouri,Shannon,680,12
Missouri,Carter,596,11
Missouri,Reynolds,512,4
Missouri,Putnam,493,4
Missouri,Holt,483,14
Missouri,Atchison,465,6
Missouri,Knox,397,3
Missouri,Schuyler,353,7
Missouri,Mercer,317,2
Missouri,Scotland,306,4
Missouri,Worth,193,2
Montana,Yellowstone,"18,302",281
Montana,Gallatin,"15,112",63
Montana,Flathead,"12,774",107
Montana,Cascade,"9,623",188
Montana,Missoula,"9,490",99
Montana,Lewis and Clark,"7,095",92
Montana,Silver Bow,"4,178",86
Montana,Ravalli,"3,293",51
Montana,Big Horn,"2,596",76
Montana,Lake,"2,159",38
Montana,Hill,"2,049",46
Montana,Lincoln,"1,675",18
Montana,Roosevelt,"1,670",55
Montana,Glacier,"1,553",44
Montana,Park,"1,481",20
Montana,Richland,"1,262",18
Montana,Rosebud,"1,241",50
Montana,Custer,"1,213",18
Montana,Fergus,"1,143",31
Montana,Deer Lodge,"1,130",16
Montana,Jefferson,"1,122",8
Montana,Dawson,"1,111",32
Montana,Powell,944,11
Montana,Beaverhead,931,12
Montana,Carbon,921,17
Montana,Valley,904,18
Montana,Blaine,831,24
Montana,Madison,798,8
Montana,Stillwater,762,15
Montana,Toole,742,11
Montana,Sanders,686,15
Montana,Phillips,530,16
Montana,Broadwater,529,6
Montana,Chouteau,516,7
Montana,Teton,515,6
Montana,Pondera,510,4
Montana,Sheridan,424,5
Montana,Sweet Grass,406,7
Montana,Musselshell,377,14
Montana,Mineral,308,4
Montana,Fallon,293,2
Montana,Granite,204,2
Montana,Daniels,199,8
Montana,Wheatland,183,8
Montana,McCone,183,2
Montana,Powder River,160,8
